Date Time,Occupancy,Temperature,Humidity,Light,CO2,HumidityRatio
02/02/15 15:42,1,23.2,28.7,456.5,1144,0.005052145
02/02/15 15:42,1,23.2,28.718,457,1140,0.005055339
02/02/15 15:43,1,23.2,28.79,450.25,1139.25,0.005068117
02/02/15 15:45,1,23.2,28.79,446,1167.333333,0.005068117
02/02/15 15:46,1,23.14,28.79,451.6,1159.6,0.005049618
02/02/15 15:47,1,23.15,28.89,454.75,1157.75,0.005070391
02/02/15 15:48,1,23.15,28.89,448,1159.5,0.005070391
02/02/15 15:49,1,23.18,28.83,444,1156.4,0.005069034
02/02/15 15:49,1,23.11666667,28.945,444,1160,0.005069809
02/02/15 15:51,1,23.14,28.956,444,1169.8,0.005078972
02/02/15 15:52,1,23.1,29,444,1176.166667,0.005074362
02/02/15 15:53,1,23.1,29.075,444,1175.25,0.005087593
02/02/15 15:53,1,23.1,28.918,444,1166.6,0.005059897
02/02/15 15:55,1,23.1,27.925,444,1140.25,0.004884784
02/02/15 15:55,1,23.06,27.772,444,1089.2,0.004845979
02/02/15 15:56,1,23.02,27.556,435,1042.6,0.004796284
02/02/15 15:58,1,23.01,27.81883333,432,1051.1,0.004839435
02/02/15 15:59,1,23,28.08166667,429,1059.6,0.004882538
02/02/15 16:00,1,23,27.956,429,1064.6,0.004860518
02/02/15 16:01,1,22.98166667,27.90833333,429,1061.666667,0.004846741
02/02/15 16:01,1,23,27.92666667,429,1058.333333,0.004855378
02/02/15 16:02,1,23,28.018,429,1061.6,0.004871382
02/02/15 16:04,1,22.98166667,28.06666667,429,1070.333333,0.004874454
02/02/15 16:05,1,22.945,28.1,429,1074,0.004869381
02/02/15 16:06,1,23,28.1,429,1086.25,0.004885751
02/02/15 16:07,1,22.956,28.2,429,1089.6,0.004890128
02/02/15 16:08,1,22.9725,28.1,429,1085,0.00487756
02/02/15 16:08,1,22.945,28.13333333,429,1085,0.004875203
02/02/15 16:09,1,23,28.2,429,1088,0.004903275
02/02/15 16:11,1,22.945,28.2,429,1091.75,0.004886846
02/02/15 16:12,1,23,28.13333333,429,1091.333333,0.004891592
02/02/15 16:13,1,22.912,28.1,429,1088.2,0.004859583
02/02/15 16:14,1,22.89,28.1,429,1087.5,0.00485306
02/02/15 16:14,1,22.89,27.956,432,1079.2,0.004827998
02/02/15 16:15,1,22.865,27.84,432.75,1077.25,0.004800476
02/02/15 16:17,1,22.87333333,27.68333333,439,1064.166667,0.004775684
02/02/15 16:18,1,22.87333333,27.6,429,1056.4,0.004761198
02/02/15 16:19,1,22.89,27.6,432.75,1043.6,0.004766045
02/02/15 16:20,1,22.815,27.445,432.75,1039.5,0.004717422
02/02/15 16:21,1,22.84,27.37333333,436.5,1028.666667,0.0047122
02/02/15 16:21,1,22.79,27.365,438,1020.4,0.00469639
02/02/15 16:23,1,22.79,27.2,444,1018,0.004667861
02/02/15 16:24,1,22.79,27.17142857,435.4285714,1015.142857,0.004662921
02/02/15 16:25,1,22.79,27.06666667,434,1006.333333,0.004644808
02/02/15 16:25,1,22.79,27.02,432,1002.6,0.00463674
02/02/15 16:27,1,22.772,26.934,438,993.2,0.004616793
02/02/15 16:27,1,22.76,26.82333333,439,983.3333333,0.004594315
02/02/15 16:28,1,22.7,26.754,432,976.2,0.004565583
02/02/15 16:30,1,22.7225,26.7,432.75,980.75,0.004562569
02/02/15 16:31,1,22.7,26.68333333,434,971.3333333,0.004553435
02/02/15 16:32,1,22.7,26.53333333,444,966.6666667,0.004527652
02/02/15 16:33,1,22.7,26.46333333,444,963,0.00451562
02/02/15 16:34,1,22.7,26.445,441.5,952.3333333,0.004512469
02/02/15 16:34,1,22.7,26.34,444,948,0.004494423
02/02/15 16:36,1,22.7,26.26,444,945,0.004480674
02/02/15 16:37,1,22.7,26.2,441,941.6,0.004470363
02/02/15 16:38,1,22.7,26.16,438,929.8,0.004463489
02/02/15 16:38,1,22.7,26.02,441,923.8,0.004439431
02/02/15 16:40,1,22.7,26.1,440.25,919,0.004453178
02/02/15 16:40,1,22.7,26,439,918.25,0.004435995
02/02/15 16:41,1,22.7,25.934,438,919.4,0.004424654
02/02/15 16:43,1,22.7,25.92666667,439,927.3333333,0.004423394
02/02/15 16:44,1,22.7,25.815,432.75,920.25,0.004404207
02/02/15 16:45,1,22.68,25.772,432,902.4,0.004391449
02/02/15 16:46,1,22.64,25.696,429,904.4,0.004367718
02/02/15 16:46,1,22.6,25.575,429,897,0.00433639
02/02/15 16:47,1,22.66666667,25.6,429,892,0.004358383
02/02/15 16:49,1,22.6,25.525,433.5,882.5,0.004327853
02/02/15 16:50,1,22.62,25.476,436.2,887.2,0.004324772
02/02/15 16:51,1,22.625,25.55,442.5,889.25,0.004338748
02/02/15 16:52,1,22.6,25.39,443.4,889.2,0.004304805
02/02/15 16:53,1,22.65,25.42,438,880.75,0.00432312
02/02/15 16:53,1,22.6,25.2675,442.5,868.75,0.004283893
02/02/15 16:54,1,22.6,25.218,439.8,861,0.004275443
02/02/15 16:56,1,22.6,25.2,439.8,860.6,0.00427237
02/02/15 16:57,1,22.6,25.2,435.5,864,0.00427237
02/02/15 16:58,1,22.6,25.15,430.75,859,0.004263835
02/02/15 16:59,1,22.6,25.14,440.6,854.4,0.004262128
02/02/15 16:59,1,22.6,25.15,428.2,847.4,0.004263835
02/02/15 17:00,1,22.6,25.04,432.2,837.2,0.004245059
02/02/15 17:02,1,22.6,25.05,431.75,834.75,0.004246766
02/02/15 17:03,1,22.6,25.06,429.2,832.4,0.004248472
02/02/15 17:04,1,22.6,25,433,832,0.004238231
02/02/15 17:05,1,22.6,25,433,836.25,0.004238231
02/02/15 17:06,1,22.6,25,428.2,832.6,0.004238231
02/02/15 17:06,1,22.6,25.025,428.25,821.5,0.004242498
02/02/15 17:08,1,22.6,25.1,425.4,832.4,0.0042553
02/02/15 17:09,1,22.6,25.08,429.2,832.4,0.004251886
02/02/15 17:10,1,22.56,25.02,433,830.75,0.004231284
02/02/15 17:10,1,22.58,25.08,433,821.5,0.00424669
02/02/15 17:12,1,22.575,25.075,433,818.25,0.00424454
02/02/15 17:12,1,22.56,24.912,433,819.8,0.004212896
02/02/15 17:13,1,22.55,25.2,433,822.5,0.004259328
02/02/15 17:15,1,22.6,24.9175,433,818,0.00422415
02/02/15 17:16,1,22.58,25.06,433,812.8,0.004243281
02/02/15 17:17,1,22.56666667,24.90833333,433,816.5,0.004213989
02/02/15 17:18,1,22.525,24.945,433,822.25,0.004209495
02/02/15 17:19,1,22.54,24.89,433,825,0.004204006
02/02/15 17:19,1,22.5,24.865,433,816.5,0.004189492
02/02/15 17:21,1,22.5,24.9175,433,811.5,0.004198397
02/02/15 17:22,1,22.5,24.91166667,433,811,0.004197408
02/02/15 17:23,1,22.56,24.81,433,812.2,0.00419553
02/02/15 17:23,1,22.525,24.89,426,814.25,0.004200151
02/02/15 17:25,1,22.52,24.976,430.2,824,0.004213473
02/02/15 17:25,1,22.575,25.075,433,834.5,0.00424454
02/02/15 17:26,1,22.6,25,433,837,0.004238231
02/02/15 17:28,1,22.6,25.02142857,433,841.1666667,0.004241889
02/02/15 17:29,1,22.6,25.04285714,433,845.3333333,0.004245546
02/02/15 17:30,1,22.6,25.1,433,854.75,0.0042553
02/02/15 17:31,1,22.6,25.1,428.3333333,850.3333333,0.0042553
02/02/15 17:31,1,22.6,25.08,424.6,845.4,0.004251886
02/02/15 17:32,1,22.6,25.16666667,433,854.3333333,0.00426668
02/02/15 17:34,0,22.6,25.06666667,428.3333333,849.3333333,0.00424961
02/02/15 17:35,0,22.6,25.2,422.5,853,0.00427237
02/02/15 17:36,0,22.6,25.2,423.6666667,853,0.00427237
02/02/15 17:37,0,22.54,25.16,424.6,852,0.004249921
02/02/15 17:38,0,22.54,25.16,427.4,853.6,0.004249921
02/02/15 17:38,0,22.54,25.14,421.8,845.6,0.00424652
02/02/15 17:39,0,22.525,25.1,426,834.25,0.004235829
02/02/15 17:41,0,22.5,25.04,421.8,826.4,0.004219178
02/02/15 17:42,0,22.5,25,419,819.6,0.004212392
02/02/15 17:43,0,22.5,25,419,829.6,0.004212392
02/02/15 17:44,0,22.5,25,419,824,0.004212392
02/02/15 17:44,0,22.5,24.912,419,814.2,0.004197464
02/02/15 17:45,0,22.5,24.89,419,813.5,0.004193733
02/02/15 17:47,0,22.5,24.89,419,813.8,0.004193733
02/02/15 17:48,0,22.5,24.89,419,811,0.004193733
02/02/15 17:49,0,22.478,24.87,419,804.6,0.004184704
02/02/15 17:50,0,22.456,24.83,419,807.8,0.004172308
02/02/15 17:51,0,22.5,24.85666667,419,802.3333333,0.004188079
02/02/15 17:51,0,22.4175,24.7475,419,796.75,0.004148566
02/02/15 17:53,0,22.456,24.81,419,794.4,0.004168925
02/02/15 17:54,0,22.39,24.7,419,790.6,0.004133586
02/02/15 17:55,0,22.4175,24.7225,419,789.75,0.004144348
02/02/15 17:55,0,22.39,24.7,419,782.2,0.004133586
02/02/15 17:57,1,22.39,24.7225,419,772.25,0.004137377
02/02/15 17:57,1,22.39,24.71708333,419,772.925,0.004136464
02/02/15 17:58,1,22.39,24.71166667,419,773.6,0.004135552
02/02/15 18:00,1,22.39,24.625,419,773.75,0.004120952
02/02/15 18:01,1,22.39,24.754,416.2,771.8,0.004142684
02/02/15 18:02,1,22.39,24.912,418.6,782.8,0.004169303
02/02/15 18:03,1,22.39,25.245,415,796.5,0.004225413
02/02/15 18:04,1,22.39,25.0925,310.25,809,0.004199716
02/02/15 18:04,0,22.39,25,0,805.5,0.00418413
02/02/15 18:06,0,22.35,24.978,0,791.4,0.004170196
02/02/15 18:07,0,22.32333333,25,0,779.3333333,0.004167082
02/02/15 18:08,0,22.365,24.9725,0,780.75,0.004173103
02/02/15 18:08,0,22.315,24.89,0,781.75,0.004146508
02/02/15 18:10,0,22.29,24.9175,0,781,0.004144767
02/02/15 18:10,0,22.29,24.912,0,778.4,0.004143846
02/02/15 18:11,0,22.26,24.85666667,0,769.3333333,0.004126988
02/02/15 18:13,0,22.254,24.85,0,766.5,0.004124357
02/02/15 18:14,0,22.23,24.79333333,0,763.25,0.004108841
02/02/15 18:15,0,22.26,24.82333333,0,762.3333333,0.004121417
02/02/15 18:16,0,22.2,24.79,0,761.5,0.004100737
02/02/15 18:16,0,22.2,24.79,0,761,0.004100737
02/02/15 18:17,0,22.2,24.736,0,757,0.004091746
02/02/15 18:19,0,22.2,24.79,0,752.3333333,0.004100737
02/02/15 18:20,0,22.13333333,24.7,0,748.6666667,0.004069084
02/02/15 18:21,0,22.1,24.7,0,746.25,0.004060772
02/02/15 18:22,0,22.15,24.7225,0,745.25,0.00407698
02/02/15 18:23,0,22.1,24.7,0,740.6666667,0.004060772
02/02/15 18:23,0,22.1,24.7,0,738,0.004060772
02/02/15 18:24,0,22.13333333,24.7,0,732.6666667,0.004069084
02/02/15 18:26,0,22.1,24.7,0,727,0.004060772
02/02/15 18:27,0,22.1,24.675,0,716,0.004056635
02/02/15 18:28,0,22.06666667,24.66666667,0,723.25,0.004046971
02/02/15 18:29,0,22.06666667,24.66666667,0,718.3333333,0.004046971
02/02/15 18:29,0,22,24.58,0,716.6,0.004016193
02/02/15 18:30,0,21.978,24.6,0,714,0.004014056
02/02/15 18:32,0,21.978,24.56,0,714.2,0.004007487
02/02/15 18:33,0,21.945,24.6,0,715,0.00400593
02/02/15 18:34,0,21.92666667,24.5,0,706.6666667,0.003985052
02/02/15 18:35,0,21.89,24.5,0,706,0.003976085
02/02/15 18:36,0,21.89,24.525,0,698.75,0.003980169
02/02/15 18:36,0,21.89,24.5,0,692.5,0.003976085
02/02/15 18:38,0,21.89,24.5,0,694.75,0.003976085
02/02/15 18:39,0,21.815,24.4175,0,697.25,0.003944389
02/02/15 18:40,0,21.82333333,24.46333333,0,692,0.003953865
02/02/15 18:40,0,21.79,24.39,0,691,0.003933868
02/02/15 18:42,0,21.79,24.39,0,689.75,0.003933868
02/02/15 18:42,0,21.79,24.39,0,689,0.003933868
02/02/15 18:43,0,21.7675,24.39,0,687,0.00392843
02/02/15 18:45,0,21.7675,24.365,0,679.75,0.003924377
02/02/15 18:46,0,21.754,24.35,0,668.4,0.003918692
02/02/15 18:47,0,21.7,24.29,0,665.6666667,0.003896013
02/02/15 18:48,0,21.7,24.29,0,664.75,0.003896013
02/02/15 18:49,0,21.7,24.29,0,668,0.003896013
02/02/15 18:49,0,21.7,24.29,0,661.25,0.003896013
02/02/15 18:51,0,21.64,24.236,0,658.2,0.003872972
02/02/15 18:52,0,21.6,24.2,0,656,0.003857673
02/02/15 18:53,0,21.6,24.2,0,654.8,0.003857673
02/02/15 18:53,0,21.6,24.2225,0,653.75,0.003861282
02/02/15 18:55,0,21.5,24.26,0,650.3333333,0.003843552
02/02/15 18:55,0,21.5,24.2,0,650.75,0.003833988
02/02/15 18:56,0,21.55,24.2,0,648.25,0.003845814
02/02/15 18:58,0,21.5,24.2,0,640.3333333,0.003833988
02/02/15 18:59,0,21.5,24.2,0,638,0.003833988
02/02/15 19:00,0,21.5,24.2,0,636.25,0.003833988
02/02/15 19:01,0,21.5,24.2,0,636.3333333,0.003833988
02/02/15 19:01,0,21.5,24.15,0,635.75,0.003826018
02/02/15 19:02,0,21.5,24.175,0,635.5,0.003830003
02/02/15 19:04,0,21.5,24.125,0,627.5,0.003822033
02/02/15 19:05,0,21.5,24.15,0,626.25,0.003826018
02/02/15 19:06,0,21.5,24.125,0,621.5,0.003822033
02/02/15 19:07,0,21.5,24.1,0,621.75,0.003818048
02/02/15 19:08,0,21.5,24.1,0,620.6666667,0.003818048
02/02/15 19:08,0,21.5,24.1,0,617,0.003818048
02/02/15 19:09,0,21.5,24.1,0,612.75,0.003818048
02/02/15 19:11,0,21.4725,24.075,0,614.5,0.003807606
02/02/15 19:12,0,21.39,24,0,617.3333333,0.003776419
02/02/15 19:13,0,21.42666667,23.92666667,0,614.25,0.00377333
02/02/15 19:14,0,21.39,23.9725,0,610.75,0.003772066
02/02/15 19:14,0,21.39,23.9175,0,603,0.003763359
02/02/15 19:15,0,21.39,23.945,0,603.5,0.003767713
02/02/15 19:17,0,21.365,23.89,0,602,0.003753216
02/02/15 19:18,0,21.32333333,24,0,605.6666667,0.003760925
02/02/15 19:19,0,21.34,23.9725,0,604.5,0.003760453
02/02/15 19:20,0,21.315,23.9725,0,599,0.003754659
02/02/15 19:21,0,21.35666667,24,0,600,0.003768665
02/02/15 19:21,0,21.39,23.9725,0,596.5,0.003772066
02/02/15 19:23,0,21.315,23.89,0,597.5,0.00374166
02/02/15 19:24,0,21.29,23.945,0,594,0.003744546
02/02/15 19:25,0,21.29,23.9725,0,590.5,0.003748872
02/02/15 19:25,0,21.29,23.89,0,586.6666667,0.003735893
02/02/15 19:27,0,21.29,23.92666667,0,588,0.003741662
02/02/15 19:27,0,21.29,23.89,0,585.5,0.003735893
02/02/15 19:28,0,21.29,23.89,0,584.5,0.003735893
02/02/15 19:30,0,21.254,23.85,0,587.2,0.003721325
02/02/15 19:31,0,21.23,23.82333333,0,585,0.003711637
02/02/15 19:32,0,21.218,23.81,0,579.4,0.0037068
02/02/15 19:33,0,21.2,23.79,0,579.3333333,0.003699555
02/02/15 19:34,0,21.2,23.79,0,581.6,0.003699555
02/02/15 19:34,0,21.2,23.79,0,581.6666667,0.003699555
02/02/15 19:36,0,21.2,23.79,0,577.5,0.003699555
02/02/15 19:37,0,21.2,23.79,0,577.3333333,0.003699555
02/02/15 19:38,0,21.2,23.7675,0,574.25,0.003696035
02/02/15 19:38,0,21.2,23.745,0,569,0.003692515
02/02/15 19:40,0,21.2,23.76,0,565.3333333,0.003694862
02/02/15 19:40,0,21.2,23.7,0,561.4,0.003685476
02/02/15 19:41,0,21.2,23.79,0,567.3333333,0.003699555
02/02/15 19:43,0,21.175,23.7,0,565.3333333,0.003679792
02/02/15 19:44,0,21.16666667,23.7,0,563.5,0.003677899
02/02/15 19:45,0,21.125,23.675,0,559,0.003664554
02/02/15 19:46,0,21.1,23.65,0,559.5,0.003655012
02/02/15 19:46,0,21.125,23.65,0,550.5,0.003660661
02/02/15 19:47,0,21.1,23.6,0,553,0.003647239
02/02/15 19:49,0,21.13333333,23.6,0,552,0.003654757
02/02/15 19:50,0,21.1,23.6,0,553.25,0.003647239
02/02/15 19:51,0,21.1,23.6,0,545.75,0.003647239
02/02/15 19:52,0,21.1,23.6,0,548,0.003647239
02/02/15 19:53,0,21.1,23.6,0,547,0.003647239
02/02/15 19:53,0,21.1,23.575,0,545.75,0.003643353
02/02/15 19:54,0,21.1,23.53333333,0,544,0.003636876
02/02/15 19:56,0,21.1,23.4725,0,545.5,0.00362742
02/02/15 19:57,0,21.1,23.4725,0,547,0.00362742
02/02/15 19:58,0,21.1,23.5,0,545.25,0.003631695
02/02/15 19:59,0,21.1,23.5,0,541.25,0.003631695
02/02/15 19:59,0,21.125,23.5,0,540.75,0.003637308
02/02/15 20:00,0,21.1,23.5,0,533.3333333,0.003631695
02/02/15 20:02,0,21.13333333,23.5,0,528,0.00363918
02/02/15 20:03,0,21.1,23.3925,0,537.75,0.003614985
02/02/15 20:04,0,21.1,23.4725,0,539.5,0.00362742
02/02/15 20:05,0,21.1,23.5,0,535.25,0.003631695
02/02/15 20:06,0,21.1,23.5,0,537.25,0.003631695
02/02/15 20:06,0,21.1,23.5,0,535.25,0.003631695
02/02/15 20:08,0,21.1,23.5,0,533.4,0.003631695
02/02/15 20:09,0,21.1,23.5,0,524.5,0.003631695
02/02/15 20:10,0,21.1,23.434,0,524.8,0.003621436
02/02/15 20:10,0,21.1,23.39,0,522.6666667,0.003614596
02/02/15 20:12,0,21.1,23.39,0,521,0.003614596
02/02/15 20:12,0,21.125,23.39,0,519.75,0.003620183
02/02/15 20:13,0,21.1,23.39,0,523,0.003614596
02/02/15 20:15,0,21.1,23.39,0,523,0.003614596
02/02/15 20:16,0,21.1,23.39,0,519,0.003614596
02/02/15 20:17,0,21.1,23.365,0,519.5,0.003610711
02/02/15 20:18,0,21.1,23.39,0,519.75,0.003614596
02/02/15 20:19,0,21.1,23.365,0,520,0.003610711
02/02/15 20:19,0,21.1,23.33,0,524.6,0.003605271
02/02/15 20:21,0,21.075,23.315,0,520.25,0.003597378
02/02/15 20:22,0,21.075,23.34,0,519,0.003601258
02/02/15 20:23,0,21.1,23.29,0,523.2,0.003599053
02/02/15 20:23,0,21.03333333,23.29,0,517.6666667,0.003584258
02/02/15 20:25,0,21.02,23.29,0,514.2,0.003581305
02/02/15 20:25,0,21.025,23.29,0,516.5,0.003582412
02/02/15 20:26,0,21,23.29,0,521,0.00357688
02/02/15 20:28,0,21,23.29,0,520,0.00357688
02/02/15 20:29,0,21,23.254,0,517.8,0.00357132
02/02/15 20:30,0,21,23.26,0,514.3333333,0.003572246
02/02/15 20:31,0,21,23.2675,0,516.75,0.003573405
02/02/15 20:31,0,21,23.29,0,520.75,0.00357688
02/02/15 20:32,0,21,23.29,0,519.3333333,0.00357688
02/02/15 20:34,0,21,23.29,0,519,0.00357688
02/02/15 20:35,0,21,23.29,0,509.75,0.00357688
02/02/15 20:36,0,21,23.29,0,508.5,0.00357688
02/02/15 20:37,0,20.9725,23.29,0,504.5,0.003570804
02/02/15 20:38,0,21,23.29,0,506.5,0.00357688
02/02/15 20:38,0,20.9725,23.29,0,509,0.003570804
02/02/15 20:39,0,20.96333333,23.29,0,507.25,0.00356878
02/02/15 20:41,0,21,23.29,0,509.3333333,0.00357688
02/02/15 20:42,0,20.89,23.2,0,509.6666667,0.003538822
02/02/15 20:43,0,20.89,23.245,0,508.25,0.003545725
02/02/15 20:44,0,20.89,23.2225,0,510.25,0.003542274
02/02/15 20:44,0,20.89,23.254,0,504,0.003547106
02/02/15 20:45,0,20.89,23.26,0,499.3333333,0.003548027
02/02/15 20:47,0,20.89,23.2225,0,495,0.003542274
02/02/15 20:48,0,20.89,23.2,0,496.25,0.003538822
02/02/15 20:49,0,20.89,23.2,0,494.75,0.003538822
02/02/15 20:50,0,20.89,23.2,0,492.5,0.003538822
02/02/15 20:51,0,20.89,23.2,0,494.25,0.003538822
02/02/15 20:51,0,20.89,23.2,0,492.3333333,0.003538822
02/02/15 20:53,0,20.89,23.125,0,493.75,0.003527317
02/02/15 20:54,0,20.89,23.125,0,484.75,0.003527317
02/02/15 20:55,0,20.89,23.1,0,489.25,0.003523482
02/02/15 20:55,0,20.89,23.1,0,494.5,0.003523482
02/02/15 20:57,0,20.89,23.1,0,495.6666667,0.003523482
02/02/15 20:57,0,20.89,23.1,0,501.5,0.003523482
02/02/15 20:58,0,20.89,23.1,0,499.6666667,0.003523482
02/02/15 21:00,0,20.89,23.1,0,492.5,0.003523482
02/02/15 21:01,0,20.89,23.1,0,494.25,0.003523482
02/02/15 21:02,0,20.89,23.1,0,494,0.003523482
02/02/15 21:03,0,20.9725,23.1,0,489.25,0.003541507
02/02/15 21:04,0,20.9175,23.1,0,490,0.003529482
02/02/15 21:04,0,20.89,23.1,0,495.5,0.003523482
02/02/15 21:06,0,20.89,23.05,0,498,0.003515813
02/02/15 21:07,0,20.89,23.05,0,495,0.003515813
02/02/15 21:08,0,20.912,23,0,490.2,0.003512921
02/02/15 21:08,0,20.92666667,23,0,492.3333333,0.003516109
02/02/15 21:10,0,20.89,23,0,491.6666667,0.003508143
02/02/15 21:10,0,20.89,22.956,0,488,0.003501394
02/02/15 21:11,0,20.934,22.934,0,488,0.003507553
02/02/15 21:13,0,20.89,23,0,485,0.003508143
02/02/15 21:14,0,20.89,23,0,490,0.003508143
02/02/15 21:15,0,20.9175,22.9725,0,489.5,0.003509891
02/02/15 21:16,0,20.89,22.945,0,485.25,0.003499707
02/02/15 21:16,0,20.89,22.89,0,485.6666667,0.003491271
02/02/15 21:17,0,20.9175,22.945,0,485,0.003505665
02/02/15 21:19,0,20.89,22.956,0,485.2,0.003501394
02/02/15 21:20,0,20.945,22.89,0,484,0.003503168
02/02/15 21:21,0,20.89,22.9175,0,483,0.003495489
02/02/15 21:22,0,20.89,22.89,0,481,0.003491271
02/02/15 21:23,0,20.89,22.89,0,476.5,0.003491271
02/02/15 21:23,0,20.89,22.89,0,475,0.003491271
